instructor,rmp_rating,rmp_url
TREVOR MARKS,4.1,https://www.ratemyprofessors.com/professor/1471537
CHRISTINA VAGT,4.3,https://www.ratemyprofessors.com/professor/2359376
KEVIN RUTHERFORD,4.4,https://www.ratemyprofessors.com/professor/2586194
JOE WALTHER,4.0,https://www.ratemyprofessors.com/professor/2592653
MARTHA WEBBER,4.6,https://www.ratemyprofessors.com/professor/2597953
KANU PANDEY,4.7,https://www.ratemyprofessors.com/professor/3012426
ALINE FERREIRA,3.1,https://www.ratemyprofessors.com/professor/2353893
JORGE RAMIREZ-LOPEZ,2.0,https://www.ratemyprofessors.com/professor/3146334
WILLIAM ROBINSON,3.5,https://www.ratemyprofessors.com/professor/232431
ANDREW CARTER,3.0,https://www.ratemyprofessors.com/professor/118254
MIKE WILTON,5.0,https://www.ratemyprofessors.com/professor/2079560
LAURA BARACALDO,1.9,https://www.ratemyprofessors.com/professor/2843432
JAMES MCNAMARA,4.8,https://www.ratemyprofessors.com/professor/2468112
RENAN LARUE,3.8,https://www.ratemyprofessors.com/professor/2206741
CHRISTOPHER PARKER,1.9,https://www.ratemyprofessors.com/professor/2638009
KARIN LOHWASSER,3.7,https://www.ratemyprofessors.com/professor/2702869
LISA HAJJAR,4.5,https://www.ratemyprofessors.com/professor/71184
THOMAS HOLDEN,4.5,https://www.ratemyprofessors.com/professor/571506
ANIL MUNDRA,4.9,https://www.ratemyprofessors.com/professor/3080622
ELENA ARONOVA,3.9,https://www.ratemyprofessors.com/professor/2346411
PHUNG SU,3.5,https://www.ratemyprofessors.com/professor/3080395
ALTHEA WASOW,1.0,https://www.ratemyprofessors.com/professor/3081233
RICHARD MEDINA,4.0,https://www.ratemyprofessors.com/professor/3107056
PAULA BRUICE,2.9,https://www.ratemyprofessors.com/professor/124167
BRAD BOULEY,4.8,https://www.ratemyprofessors.com/professor/2499302
NICOLE ALBADA,4.8,https://www.ratemyprofessors.com/professor/2443592
JENNIFER HULME,3.9,https://www.ratemyprofessors.com/professor/2123040
SATYAJIT SINGH,4.1,https://www.ratemyprofessors.com/professor/2574480
WILLIAM SMITH,3.3,https://www.ratemyprofessors.com/professor/499504
GEOFFREY RAYMOND,4.5,https://www.ratemyprofessors.com/professor/871556
BARON HABER,4.9,https://www.ratemyprofessors.com/professor/1869058
KARLY MILLER,2.0,https://www.ratemyprofessors.com/professor/2803226
RYOKO OONO,2.0,https://www.ratemyprofessors.com/professor/1994343
HALLEY FROEHLICH,4.0,https://www.ratemyprofessors.com/professor/2610275
DEBORAH WILLIAMS,5.0,https://www.ratemyprofessors.com/professor/2450102
AMY JAMIESON,3.3,https://www.ratemyprofessors.com/professor/1272499
ENDA DUFFY,4.3,https://www.ratemyprofessors.com/professor/218269
WILLIAM DAVIES KING,3.3,https://www.ratemyprofessors.com/professor/157415
JEFF MOEHLIS,4.3,https://www.ratemyprofessors.com/professor/413284
ERIC ZACKRISON,3.2,https://www.ratemyprofessors.com/professor/2445003
LORI PYE,4.0,https://www.ratemyprofessors.com/professor/1702650
RYAN FISHER,5.0,https://www.ratemyprofessors.com/professor/3054092
ASTRID MCNELLIS,5.0,https://www.ratemyprofessors.com/professor/3147039
ERIN NINH,3.6,https://www.ratemyprofessors.com/professor/906981
CARINA PAREDES-RIVERA,4.9,https://www.ratemyprofessors.com/professor/2723094
BOHAN ZHOU,4.0,https://www.ratemyprofessors.com/professor/2984865
CHRISTIAN THOMAS,4.9,https://www.ratemyprofessors.com/professor/2279968
AMY KYRATZIS,3.1,https://www.ratemyprofessors.com/professor/1381383
KATIE BLACKWELL,5.0,https://www.ratemyprofessors.com/professor/2858378
YUNTE HUANG,3.1,https://www.ratemyprofessors.com/professor/374673
BISHNUPRIYA GHOSH,3.6,https://www.ratemyprofessors.com/professor/1405334
SWATI CHATTOPADHYAY,3.0,https://www.ratemyprofessors.com/professor/395890
JUAN CAMPO,3.3,https://www.ratemyprofessors.com/professor/275932
PEI-TE LIEN,2.2,https://www.ratemyprofessors.com/professor/1413797
CARLA BORROMEO,4.5,https://www.ratemyprofessors.com/professor/406574
JASON TUROWETZ,4.5,https://www.ratemyprofessors.com/professor/2841341
ALEXANDER CHO,4.8,https://www.ratemyprofessors.com/professor/2681029
HOLLY ROOSE,5.0,https://www.ratemyprofessors.com/professor/2557806
RICKY LEE,5.0,https://www.ratemyprofessors.com/professor/3030668
ADRIAN STIER,4.5,https://www.ratemyprofessors.com/professor/2610284
SALIM YAQUB,4.5,https://www.ratemyprofessors.com/professor/940647
FABIO RICCI,4.4,https://www.ratemyprofessors.com/professor/2714660
KYLE RATNER,4.4,https://www.ratemyprofessors.com/professor/2023412
STEPHAN MIESCHER,3.4,https://www.ratemyprofessors.com/professor/804774
JATILA VAN DER VEEN,1.7,https://www.ratemyprofessors.com/professor/2055489
MARIA CRICKETTE,4.7,https://www.ratemyprofessors.com/professor/1506537
VERONICA CASTILLO-MUNOZ,2.5,https://www.ratemyprofessors.com/professor/1731161
H A ZETZER,4.4,https://www.ratemyprofessors.com/professor/2760151
GUILLEM VIERNES,2.7,https://www.ratemyprofessors.com/professor/2774438
MATT ROCHAT,5.0,https://www.ratemyprofessors.com/professor/2785173
ROBERT KRUT,4.8,https://www.ratemyprofessors.com/professor/284304
ALI ABUZAID,4.1,https://www.ratemyprofessors.com/professor/3038139
JASON DUQUE,3.3,https://www.ratemyprofessors.com/professor/2634534
OLIVIA ANDERSON,2.5,https://www.ratemyprofessors.com/professor/2984867
BRIDGET COGGINS,2.4,https://www.ratemyprofessors.com/professor/2023576
XIAOWEI ZHENG,4.5,https://www.ratemyprofessors.com/professor/1453954
NINOTCHKA BENNAHUM,2.2,https://www.ratemyprofessors.com/professor/1452519
SUKHUN KANG,4.9,https://www.ratemyprofessors.com/professor/2974949
REBECCA WERLIN,4.8,https://www.ratemyprofessors.com/professor/1596174
ELLIOTT IHM,4.4,https://www.ratemyprofessors.com/professor/2364718
VICKIE SCOTT,3.5,https://www.ratemyprofessors.com/professor/1556611
JAN NEDERVEEN-PIETERSE,2.1,https://www.ratemyprofessors.com/professor/1585396
TARAS TSYMBAL,4.0,https://www.ratemyprofessors.com/professor/3105227
CHENGYU FANG,2.2,https://www.ratemyprofessors.com/professor/2812924
DEBORAH HARRIS-MOORE,4.9,https://www.ratemyprofessors.com/professor/1698558
EVELYN REDER,5.0,https://www.ratemyprofessors.com/professor/2022895
SUSANNAH PORTER,4.4,https://www.ratemyprofessors.com/professor/826353
ANTHONY BARBIERI-LOW,3.6,https://www.ratemyprofessors.com/professor/1102840
BHASKAR SARKAR,3.3,https://www.ratemyprofessors.com/professor/334425
PRADEEP JOSHI,2.1,https://www.ratemyprofessors.com/professor/1985818
BRIANA WESTMACOTT,3.8,https://www.ratemyprofessors.com/professor/2043019
YU FENG,2.7,https://www.ratemyprofessors.com/professor/2571111
DOUG THROWER,3.6,https://www.ratemyprofessors.com/professor/155724
AMBER VANDERWARKER,4.5,https://www.ratemyprofessors.com/professor/1550473
DAVID SHERMAN,3.6,https://www.ratemyprofessors.com/professor/426980
JOHN MOORE,4.4,https://www.ratemyprofessors.com/professor/2543409
JANE WARD,4.3,https://www.ratemyprofessors.com/professor/2889595
CELESTE PILEGARD,4.5,https://www.ratemyprofessors.com/professor/1912717
LALO GONZALEZ,2.8,https://www.ratemyprofessors.com/professor/2095984
NORBERT REICH,2.1,https://www.ratemyprofessors.com/professor/711602
CHRISTENE D'ANCA,4.7,https://www.ratemyprofessors.com/professor/2248605
CHEN JI,3.3,https://www.ratemyprofessors.com/professor/1992617
SUSAN HWANG,5.0,https://www.ratemyprofessors.com/professor/2912629
PRATUSHYA BASU,5.0,https://www.ratemyprofessors.com/professor/3084697
CANDACE LYONS,5.0,https://www.ratemyprofessors.com/professor/3079987
KEITH MAYES,4.5,https://www.ratemyprofessors.com/professor/3107422
HEIDI AMIN-HONG,4.5,https://www.ratemyprofessors.com/professor/2807071
DAVID PATTERSON,2.8,https://www.ratemyprofessors.com/professor/2346686
ERIKA RAPPAPORT,3.9,https://www.ratemyprofessors.com/professor/97346
TOBIAS HOLLERER,4.6,https://www.ratemyprofessors.com/professor/755124
JOHN MAJEWSKI,4.7,https://www.ratemyprofessors.com/professor/408172
THOMAS EVEN,4.5,https://www.ratemyprofessors.com/professor/154003
DWIGHT REYNOLDS,4.6,https://www.ratemyprofessors.com/professor/696239
JENNIFER JOHNSON,4.8,https://www.ratemyprofessors.com/professor/852504
ANNA JAMES,4.9,https://www.ratemyprofessors.com/professor/2601313
BENJAMIN BRECHER,3.3,https://www.ratemyprofessors.com/professor/1555203
EBRAHIM EBRAHIM,3.6,https://www.ratemyprofessors.com/professor/2425397
KEN HOUGH,3.2,https://www.ratemyprofessors.com/professor/1937351
LIZZY WILBANKS,5.0,https://www.ratemyprofessors.com/professor/2610285
QING ZHANG,4.8,https://www.ratemyprofessors.com/professor/2947498
MARIO GARCIA,3.8,https://www.ratemyprofessors.com/professor/809148
ALAN EBENSTEIN,2.6,https://www.ratemyprofessors.com/professor/1416536
GENGGENG ZHANG,5.0,https://www.ratemyprofessors.com/professor/3053411
NIKKI TRUSCELLI,4.6,https://www.ratemyprofessors.com/professor/2759426
RICHARD WITTMAN,3.6,https://www.ratemyprofessors.com/professor/586345
AMY MARTINEZ,1.9,https://www.ratemyprofessors.com/professor/2837674
AKANKSHA ARORA,0.0,https://www.ratemyprofessors.com/professor/3122391
